county,city,zipcode,address,state,rent,latitude,longitude,cemetery_dist_miles,nationalhighway_miles,railline_miles,starbucks_miles,walmart_miles,hospital_miles,physician_dist_miles,dentist_dist_miles,opt_dist_miles,vet_dist_miles,farmers_miles,time,bed,bath,halfbath,sqft,property_type,garage,yearbuilt,pool,fireplace,patio,lotsize,Census_MedianIncome,CollegeGrads,WhiteCollar,Schools,Unemployment,EmploymentDiversity,Census_Vacancy,Crime_Rate,HomePrice
ALLEGHENY,PITTSBURGH,15224,Bloomfield Allegheny County,PA,1500,40.46008,-79.94455,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,2,2,1,1300,Condo,0,1960,0,1,0,2451.832827,39486.44,27,74.03,15.9,5.1,3.51,6.71,15.12777704,158051
ALLEGHENY,COULTERS,15028,NA,PA,1399,33.448377,-112.074037,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,650,NA,0,1960,0,0,1,1936.947933,64999,12,50.99,12.5,5.1,3.55,0,13.3,158051
ALLEGHENY,CORAOPOLIS,15108,514 W END AVE,PA,850,40.520733,-80.175097,1.493820939,0.051819958,0.411345023,1.429948825,4.890527155,1.575088776,0.201988507,1.3194217,1.127095542,8.903009149,0.791118741,2015.75,2,1,1,1148,SFR,0,1960,0,0,0,3509,65111.52,29,74.49,59.2,5,3.66,1.68,5.7,31140
ALLEGHENY,PITTSBURGH,15210,113 RINNE ST,PA,1299,40.416822,-79.968335,0.525626884,0.574887147,0.512379705,1.164879405,5.086333657,1.452448794,0.690668885,0.859574089,0.888517978,8.016333971,1.045491698,2015.25,4,2,1,1836,SFR,1,1900,0,0,0,4510,42499,5,33.03,14.3,5,3.39,4.03,15.12777704,33087
ALLEGHENY,PITTSBURGH,15212,1117 BRABEC ST,PA,990,40.45849,-79.991443,1.374586125,0.156247159,0.140353559,1.189020715,5.746153808,0.648375364,0.267290905,0.623431832,0.603179704,4.948789485,0.652755896,2015.75,2,2,1,2000,Duplex,0,1915,0,0,0,1188,38144.16,19,58.93,32.5,5,3.45,11.7,15.12777704,104391
ALLEGHENY,PITTSBURGH,15210,2920 DEVLIN ST,PA,775,40.414634,-79.966685,0.372599674,0.397119025,0.537291509,1.333828223,4.921354196,1.579832635,0.715677247,1.012887295,1.053439869,8.184370529,1.218312041,2015.5,3,1,1,1210,SFR,1,1960,0,0,0,2640,42499,5,33.03,14.3,5,3.39,4.03,15.12777704,46783
ALLEGHENY,PITTSBURGH,15212,3441 BRIGHTON RD,PA,1300,40.479028,-80.031154,0.641190778,0.58476169,0.603552056,2.922856974,4.30152206,2.097403102,0.392627208,0.473357386,0.786055402,3.714699045,1.752101701,2016.25,2,2,1,936,SFR,1,1960,0,0,0,8544,48696.6,21,65.37,55.8,5,3.56,3.9,15.12777704,83931
ALLEGHENY,PITTSBURGH,15212,3706 BRIGHTON RD,PA,1600,40.483376,-80.035196,0.719588502,0.551831264,0.597407409,3.290112417,3.939064644,2.462006928,0.089599847,0.110581321,0.430652959,3.522954816,1.788121884,2015.5,4,2,1,1345,Duplex,0,1960,0,1,0,5500,48696.6,21,65.37,55.8,5,3.56,3.9,15.12777704,125142
ALLEGHENY,PITTSBURGH,15206,1727 CHISLETT ST,PA,865,40.485099,-79.926566,1.408567048,0.266457075,0.612323878,1.724270847,1.977626074,1.634054387,0.036245918,0.081867393,1.244919757,5.167344901,0.665405991,2015.25,2,1,1,1064,Condo,0,1960,0,0,0,2200,46537.46,26,72.02,40.1,5,3.41,2.45,15.12777704,97788
ALLEGHENY,PITTSBURGH,15219,1420 CENTRE AVE,PA,1719,40.440016,-79.98623,1.476657689,0.114472712,0.37093941,0.304089937,6.077553293,0.275004875,0.027061046,0.632767947,0.370930384,6.252638529,0.509798087,2015.25,2,1,1,950,Condo,0,1960,0,0,0,2872.730796,49397.73,50,93.1,8.9,5,2.78,9.6,15.12777704,158051
ALLEGHENY,PITTSBURGH,15206,"5708,Wellesley Ave,Pittsburgh",PA,1000,40.473493,-79.922984,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1200,Condo,0,1960,0,0,0,1910.386411,36710.45,31,72.83,32.5,5.1,3.35,6.49,15.12777704,158051
ALLEGHENY,PITTSBURGH,15210,1022 E WARRINGTON AVE,PA,2100,40.421852,-79.987424,0.276023018,0.465965256,0.314019908,0.506371779,5.698738468,0.989665571,0.276080589,0.496001778,0.339659123,7.484777173,0.602208997,2015.5,4,2,1,2000,Duplex,0,1960,0,0,0,4950,38129.08,19,68.4,19.2,5,3.4,9.4,15.12777704,70796
ALLEGHENY,CORAOPOLIS,15108,1060 QUEENS DR,PA,2000,40.51545,-80.192361,1.499262942,0.888321144,1.337591795,1.450520362,4.596821042,2.084143057,0.277906037,1.00330694,1.056988783,9.836960709,1.636856681,2015.5,3,2,1,1688,SFR,1,1960,0,1,1,2025,65111.52,29,74.49,59.2,5,3.66,1.68,5.7,190554
ALLEGHENY,PITTSBURGH,15206,"5477,Wellesley Ave,Pittsburgh",PA,1135,40.475168,-79.928073,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,800,Condo,0,1960,0,0,0,2247.513425,36710.45,31,72.83,32.5,5.1,3.35,6.49,15.12777704,158051
ALLEGHENY,SEWICKLEY,15143,1848 LOUISVILLE LN,PA,2400,40.536485,-80.184424,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,3,2,1,1724,SFR,1,1960,0,0,0,1920,86367.77,39,82.06,70.4,5.1,3.58,1.6,0.7,158051
ALLEGHENY,PITTSBURGH,15223,235 MANHATTAN AVE,PA,1500,40.493492,-79.958188,0.956275785,0.355865209,0.406825861,2.306834528,3.652719715,1.893132222,0.749746613,0.772719742,1.635680273,3.521682644,0.90198178,2016.25,4,2,1,3936,Duplex,1,1960,0,0,0,5215,56504.01,31,74.49,46.1,5,3.49,2.88,1.041800576,133562
ALLEGHENY,PITCAIRN,15140,535 5TH ST,PA,850,40.404813,-79.777723,0.444020627,0.201854781,0.289826943,2.157367799,2.386933133,2.283805332,0.972517825,1.255719795,0.200582894,10.99616229,6.894225998,2016.25,2,2,1,4000,Duplex,0,1960,0,0,0,2500,30737.63,12,50.12,38.8,5.1,3.19,8.16,8.9,59327
ALLEGHENY,PITTSBURGH,15215,1202 PENN ST,PA,695,40.496273,-79.93017,0.618292703,0.082245273,0.17006468,2.516635531,2.238081556,1.861357837,0.054839214,0.288006065,1.443915867,4.586959205,1.318561465,2015.25,2,1,1,800,Condo,0,1910,0,0,0,5484,56504.01,31,74.49,46.1,5,3.49,2.88,1.041800576,158051
ALLEGHENY,PITTSBURGH,15237,9337 PANNIER RD,PA,1650,40.576189,-80.030754,1.588714121,0.21749576,4.139227722,2.010152024,3.413295577,0.791824524,0.212032633,0.212032633,0.989428491,3.494176965,3.766124328,2015.75,3,1,1,1026,SFR,1,1900,0,1,0,2872.730796,72535.35,36,82.02,77.8,5.1,3.56,0.88,1.041800576,117104
ALLEGHENY,PITTSBURGH,15224,4044 CABINET ST,PA,1700,40.464063,-79.955649,0.347694848,0.054394813,0.204269572,0.47082514,3.861084707,0.201841,0.113060329,0.213604416,0.170186288,5.222737942,0.44391293,2015.25,4,2,1,3264,Duplex,0,1960,0,0,0,1880,40610.7,37,79.9,35.6,5,3.39,5.85,15.12777704,109496
ALLEGHENY,PITTSBURGH,15221,318 S TRENTON AVE,PA,850,40.443718,-79.892511,0.771076507,0.147875812,0.276322933,1.461947611,3.045212448,3.084006752,0.077879496,0.158378846,0.392947602,8.394526211,0.388701841,2016.25,2,1,1,551,Condo,0,1960,0,0,0,3600,44816.07,41,74.56,21.1,5,3.25,7.92,15.12777704,158051
ALLEGHENY,PITTSBURGH,15237,306 LANCERS WAY,PA,2500,40.558749,-80.042733,2.057393969,0.925022841,4.238727787,2.075547226,2.066987901,1.668936699,0.294918988,0.276232708,0.938211577,2.807345379,4.214697136,2016.25,4,2,1,2240,Duplex,1,1960,0,0,0,12900,72535.35,36,82.02,77.8,5.1,3.56,0.88,1.041800576,170351
ALLEGHENY,PITTSBURGH,15212,2809 STAYTON ST,PA,1450,40.47052,-80.027901,0.315987576,0.454219508,0.440963303,2.338139278,4.906249237,1.57924241,0.967671859,1.077070778,1.394872614,4.219219832,1.660339891,2015.25,2,2,1,1600,Duplex,1,1910,0,0,0,4156,31658.29,5,48.28,15.1,5,3.41,9.43,15.12777704,71146
ALLEGHENY,PITTSBURGH,15213,3322 NIAGARA ST,PA,2400,40.435407,-79.9594,1.597240679,0.028332767,0.212892934,0.393028952,5.16946084,0.141746797,0.126873536,0.244040464,0.263603088,6.930710846,1.199206407,2015.25,4,2,1,1050,Condo,0,1960,0,1,0,1451,30585.95,15,59.45,29.4,5,3.4,11.21,15.12777704,94638
ALLEGHENY,PITTSBURGH,15210,2104 SPRING ST,PA,750,40.416777,-79.977516,0.193866557,0.802344242,0.760893517,0.89309892,5.199930471,1.396879343,0.489967645,0.881723249,0.471246075,7.914210069,0.844903068,2016.25,2,1,1,1344,SFR,0,1960,0,0,0,6936,42499,5,33.03,14.3,5,3.39,4.03,15.12777704,64557
ALLEGHENY,PITTSBURGH,15212,1110 SHERMAN AVE,PA,1800,40.455334,-80.009582,1.122866245,0.14544713,0.443220665,0.940744847,6.276492136,0.334625435,0.107126367,0.328974378,0.410593833,5.111355369,0.707873315,2016.25,3,1,1,1800,SFR,0,1880,0,1,1,750,37342.75,33,79.7,11.6,5,3.56,12.76,15.12777704,207172
ALLEGHENY,PITTSBURGH,15203,919 ELEANOR ST,PA,2399,40.421576,-79.972351,0.574604147,0.440691453,0.336962545,0.78793021,5.451794467,1.214292929,0.400378303,0.578344472,0.510610747,7.646936193,0.65751642,2016.25,4,2,1,1667,SFR,0,1900,0,0,0,9071,38129.08,19,68.4,19.2,5,3.4,9.4,15.12777704,156938
ALLEGHENY,PITTSBURGH,15228,54 SHADY DR W,PA,1450,40.383512,-80.046781,0.34228239,0.120539982,1.156425437,1.116266909,2.558357954,1.079910243,0.145707688,0.140663021,0.200023076,10.29645971,0.652125436,2015.75,3,1,1,1256,SFR,0,1926,0,0,0,3506,79848.34,45,87.1,73.7,5,3.56,1.04,1.041800576,104823
ALLEGHENY,PITTSBURGH,15203,2250 MARY ST,PA,2250,40.425335,-79.974567,0.683302468,0.201574247,0.377039496,0.549980046,5.731197821,0.935418773,0.170741972,0.439553575,0.226089066,7.36752131,0.393075964,2015.25,1,2,1,2500,Condo,0,2005,0,0,0,836,49709.14,32,81.57,24.2,5,3.59,11.21,15.12777704,353196
ALLEGHENY,PITTSBURGH,15210,232 WILBUR ST,PA,850,40.407694,-79.993983,0.086865838,0.487999464,1.045804788,1.543591755,4.949697573,2.013603785,0.11241606,0.162126745,0.75415727,8.422917526,1.157316164,2015.25,3,1,1,1257,SFR,0,1960,0,0,0,3000,28827.12,6,52.6,17.2,5,3.16,11.22,15.12777704,37373
ALLEGHENY,PITTSBURGH,15232,630 SUMMERLEA ST,PA,1790,40.454132,-79.931459,1.338794185,0.268589814,0.865158084,0.266459104,3.216138321,0.930955772,0.093092727,0.238016685,0.085555124,6.501192997,0.75626767,2015.5,2,2,1,1345,Duplex,0,1960,0,0,0,2625,48326.42,56,93.55,34.5,5,3.16,8.64,1.041800576,445941
ALLEGHENY,SEWICKLEY,15143,2426 ROCHESTER RD,PA,1999,40.590599,-80.104851,4.052957276,0.343992753,5.275651566,3.006888603,4.325067712,4.803037713,1.55133189,2.652927404,1.55133189,6.701744735,5.921347425,2016.25,3,2,1,1800,Condo,1,2003,0,1,0,2872.730796,86367.77,39,82.06,70.4,5.1,3.58,1.6,0.7,66310
ALLEGHENY,PITTSBURGH,15210,253 ORMSBY AVE,PA,1110,40.412471,-79.983816,0.196686222,0.688567131,0.988233915,1.12220399,5.025494822,1.633962679,0.308486752,0.466406215,0.342025862,8.15277345,1.140948052,2015.25,2,2,1,1200,Duplex,1,1915,0,0,0,3815,31157.08,5,55.94,17.2,5,3.48,8.8,15.12777704,52949
ALLEGHENY,PITTSBURGH,15207,4221 WINTERBURN AVE,PA,955,40.422877,-79.938998,0.654391498,0.006503404,0.552946994,0.988622954,5.191713689,1.51564914,0.247986743,0.825500703,0.551223584,8.149229086,2.219587768,2015.75,2,1,1,778,Condo,0,1972,0,0,0,2872.730796,55554.55,36,73.71,49,5,3.43,4.68,1.041800576,158051
ALLEGHENY,PITTSBURGH,15205,622 CARRIAGE CIR,PA,1350,40.427678,-80.10302,1.345813432,0.188708313,0.827010668,3.07495209,2.88785449,3.181081598,0.322623643,1.629852947,1.608821754,8.676835567,2.508590983,2015.25,3,1,1,992,Condo,0,1960,0,0,0,954.6666667,52276.01,25,68.09,55.7,5.1,3.64,2.59,3.201270506,124142
ALLEGHENY,PITTSBURGH,15224,231 S ATLANTIC AVE,PA,2590,40.462549,-79.938537,0.79111595,0.152483691,0.813137908,0.411218276,3.126897552,0.41935451,0.126656527,0.287713224,0.440490107,5.813039785,0.385022071,2015.25,4,2,1,1345,Duplex,0,1960,0,0,0,6000,40610.7,37,79.9,35.6,5,3.39,5.85,15.12777704,201849
ALLEGHENY,PITTSBURGH,15217,5870 5872 BARTLETT ST,PA,4400,40.435903,-79.920014,0.432973543,0.022875066,1.491168432,0.134175063,3.931681009,2.154833543,0.148113282,0.154582259,0.188594878,7.874174116,1.574382515,2015.75,8,4,2,3120,Duplex,1,1960,0,0,0,7701,60076.09,51,90.91,38.5,5,3.08,4.95,1.041800576,382513
ALLEGHENY,PITTSBURGH,15232,5030 5TH AVE 208,PA,2250,40.447195,-79.940759,1.494986617,0.031349187,0.368030413,0.420279355,3.90057605,1.024846382,0.121224679,0.392261834,0.427654002,6.624628589,0.842405765,2015.5,2,2,1,2000,NA,1,1970,0,1,0,774.6666667,95482.19,37,93.68,50.2,5,2.88,3.51,1.041800576,198878
ALLEGHENY,PITTSBURGH,15206,5815 RIPPEY ST A,PA,1900,40.4656,-79.92522,1.36471822,0.101025115,0.743075142,0.399907268,2.437329113,1.149052506,0.16583142,0.172740455,0.775283732,6.110487777,0.21008589,2015.75,3,2,1,1872,Condo,0,2012,0,1,0,1499.704413,28137.29,23,64.44,30.8,5,3.16,14.45,15.12777704,187649
ALLEGHENY,PITTSBURGH,15212,3808 Brighton Rd,PA,850,40.484917,-80.03575,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,1000,Condo,0,1920,0,0,0,2574.424469,36382.61,19,63.43,39.2,5.1,3.55,9.2,15.12777704,158051
ALLEGHENY,PITTSBURGH,15220,6 CAROL PL,PA,770,40.418135,-80.052588,0.200482714,0.057598606,0.393864261,0.370182304,3.142786203,2.872093728,0.309287472,0.561907077,0.338699001,8.059795959,0.437478242,2015.25,1,1,1,656,Condo,1,1960,0,0,1,6741,60633.13,32,74.25,54.9,5.1,3.53,2.96,2.17291923,132435
ALLEGHENY,PITTSBURGH,15232,813 IVY ST,PA,3200,40.451261,-79.931654,1.210848495,0.118198653,0.904602172,0.199599998,3.36889152,1.043702439,0.073477784,0.432901636,0.284008834,6.654681343,0.856408029,2016.25,2,2,1,1600,Duplex,0,1900,0,0,0,3300,48326.42,56,93.55,34.5,5,3.16,8.64,1.041800576,401576
ALLEGHENY,PITTSBURGH,15216,2807 Louisiana Ave Allegheny County,PA,995,40.39996,-80.03665,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,3,1,1,1200,SFR,0,1960,0,0,1,6711.892364,52365.86,28,68.97,60,5.1,3.62,3.28,3.201270506,158051
ALLEGHENY,PITTSBURGH,15213,230 ROBINSON ST,PA,2200,40.441454,-79.965419,1.856697659,0.223842797,0.437633294,0.243930841,5.129867856,0.243245831,0.153378561,0.133287777,0.222995162,6.429829387,1.151817264,2015.25,4,2,1,2250,Condo,0,1960,0,0,0,1540,20507.47,14,58.97,39.3,5,2.91,13.3,15.12777704,136612
ALLEGHENY,CORAOPOLIS,15108,1060 QUEENS DR,PA,2000,40.51545,-80.192361,1.499262942,0.888321144,1.337591795,1.450520362,4.596821042,2.084143057,0.277906037,1.00330694,1.056988783,9.836960709,1.636856681,2015.25,3,2,1,1688,SFR,1,1960,0,1,0,2025,65111.52,29,74.49,59.2,5,3.66,1.68,5.7,190554
ALLEGHENY,PITTSBURGH,15207,4340 LYDIA ST,PA,1950,40.419895,-79.941548,0.661001378,0.225291247,0.406743108,1.217072672,5.215643147,1.565961588,0.408287206,0.872889116,0.71848889,8.279886902,2.137921959,2015.5,3,2,1,1652,SFR,1,1960,0,1,1,7675,55554.55,36,73.71,49,5,3.43,4.68,1.041800576,191769
ALLEGHENY,PITTSBURGH,15207,5706 OLLIE ST,PA,850,40.366239,-79.918563,2.358028763,0.361668338,0.550658988,2.861114299,2.17466834,3.464089919,0.364750921,0.994443605,1.08598334,6.780715892,4.009355901,2015.25,3,1,1,1100,Condo,1,1960,0,0,0,6000,49307.94,10,55.97,32.8,5,3.41,1.04,15.12777704,74780
ALLEGHENY,PITTSBURGH,15210,324 KNOX AVE,PA,845,40.41949,-79.991034,0.363604282,0.629163623,0.49062569,0.735854359,5.617727224,1.185006468,0.243231116,0.723974052,0.295761882,7.624782253,0.84847957,2015.5,2,1,1,1416,SFR,0,1960,0,1,0,2500,29121.8,5,73.4,19.2,5,3.11,6.86,15.12777704,40793
ALLEGHENY,LEETSDALE,15056,138 VICTORY LN,PA,1300,40.561593,-80.205932,2.17894694,0.048197952,0.076240357,1.935777283,6.831746592,1.945169767,1.134468558,1.375463265,1.910297583,10.73475442,1.722373768,2016.25,2,1,1,900,SFR,1,1960,0,0,0,3334,41695.42,24,61.97,79.8,5.1,3.53,4.8,0.8,62872
ALLEGHENY,PITTSBURGH,15215,16 KITTANNING PIKE,PA,1300,40.497793,-79.924925,0.695640005,0.013505571,0.258166187,2.588619753,2.007564748,1.631646492,0.349747223,0.58224029,1.223689682,4.779272316,1.269204268,2015.25,4,2,2,3638,Duplex,0,1960,0,0,0,2673,56504.01,31,74.49,46.1,5,3.49,2.88,1.041800576,100393
ALLEGHENY,PITTSBURGH,15203,1801 SIDNEY ST,PA,3360,40.42982,-79.980288,0.795393488,0.088028415,0.222720828,0.211467259,6.10638333,0.509027529,0.129634938,0.168156555,0.117883719,7.001754669,0.071309242,2015.25,6,4,1,3600,Duplex,0,1890,0,0,0,1200,49709.14,32,81.57,24.2,5,3.59,11.21,15.12777704,139395
ALLEGHENY,PITTSBURGH,15227,1611 PARKLINE DR,PA,850,40.366599,-79.968257,1.234428281,0.816710033,1.046230084,3.818651864,1.814707634,3.862546387,0.55060794,0.741473701,0.729861603,7.815072875,2.000069393,2015.25,3,1,1,1108,Condo,1,1960,0,0,0,2700,55340.61,25,67.73,44.8,5,3.66,0.84,13.3,50084
ALLEGHENY,PITTSBURGH,15212,407 JACKSONIA ST,PA,2700,40.457302,-80.011724,0.946376705,0.320769922,0.381282864,1.112402075,6.103293466,0.425878341,0.226840028,0.420715953,0.550230316,4.981064065,0.856468262,2015.25,6,2,1,3600,Duplex,0,1910,0,0,0,1940,37342.75,33,79.7,11.6,5,3.56,12.76,15.12777704,143424
ALLEGHENY,PITTSBURGH,15218,1315 LANCASTER AVE,PA,1800,40.428611,-79.895755,1.097957399,0.179306152,0.774379134,1.383924287,4.098695097,3.478800389,0.267371022,0.435985395,0.263445565,9.04987237,1.401123185,2016.25,4,2,1,2000,Duplex,1,1930,0,1,0,4380,60485.34,55,85.88,26.4,5,3.42,1.68,15.12777704,198767
ALLEGHENY,PITTSBURGH,15212,3543 CALIFORNIA AVE,PA,890,40.479454,-80.041298,0.944946611,0.136362509,0.178422716,3.256798376,4.069893277,2.513267455,0.333764024,0.361985281,0.718601681,3.910348384,1.372149021,2015.5,2,1,1,800,NA,1,1960,0,0,0,7680,48696.6,21,65.37,55.8,5,3.56,3.9,15.12777704,158051
ALLEGHENY,NATRONA HEIGHTS,15065,1404 Pacific Ave,PA,663,40.616795,-79.730418,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,694,NA,0,1960,0,0,0,939.8692504,50113.58,16,57.39,55.2,5.1,3.45,3.6,13.3,158051
ALLEGHENY,PITTSBURGH,15221,"253,West St,Wilkinsburg",PA,1118,40.438847,-79.891398,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1648,Condo,0,1960,0,1,0,4086.388045,38411.84,25,71.13,21.8,5.1,3.45,8.32,15.12777704,158051
ALLEGHENY,PITTSBURGH,15228,50 ACADEMY AVE,PA,1075,40.382727,-80.04687,0.346741781,0.120593144,1.116486421,1.170625721,2.558367966,1.056928307,0.107951303,0.15338627,0.168111613,10.35048622,0.597718176,2016.25,2,1,1,1000,Condo,1,1960,0,0,0,18014,79848.34,45,87.1,73.7,5,3.56,1.04,1.041800576,158051
ALLEGHENY,PITTSBURGH,15228,8 FOREST GLEN DR,PA,2595,40.360171,-80.056458,1.395096222,0.169233164,1.387460459,0.354168196,2.235055862,1.316637658,0.106360585,0.051810211,0.811954406,10.74018293,1.064237571,2015.75,3,2,1,2388,SFR,1,1960,0,1,1,2872.730796,79848.34,45,87.1,73.7,5,3.56,1.04,1.041800576,460421
ALLEGHENY,PITTSBURGH,15232,5551 CENTRE AVE,PA,1015,40.457364,-79.93475,1.159387872,0.003767409,0.860037917,0.267058023,3.187034918,0.671512698,0.010171994,0.1233775,0.230282808,6.218725872,0.515289859,2016.25,1,1,1,560,Condo,0,1960,0,0,0,2872.730796,34325.92,50,77.63,39.2,5,2.92,8.9,15.12777704,158051
ALLEGHENY,PITTSBURGH,15203,61 S 19TH ST,PA,700,40.429839,-79.978791,0.820532238,0.09436159,0.181513547,0.286636728,6.087116581,0.55340372,0.09586433,0.123371469,0.097118905,7.016048022,0.114964397,2015.5,1,1,1,1120,NA,0,1960,0,0,0,1200,49709.14,32,81.57,24.2,5,3.59,11.21,15.12777704,140512
ALLEGHENY,PITTSBURGH,15228,219 MAIN ENTRANCE DR,PA,2850,40.37035,-80.04443,0.885380403,0.279352287,0.571546558,0.970839926,2.4107341,1.241928547,0.397809345,0.605363529,0.656644878,10.66878594,0.313821003,2015.5,4,2,1,2280,SFR,1,1960,0,1,1,9000,79848.34,45,87.1,73.7,5,3.56,1.04,1.041800576,350205
ALLEGHENY,EAST MC KEESPORT,15035,822 FLORENCE AVE,PA,835,40.384779,-79.806166,0.703031528,0.058150763,0.609968744,3.093181197,0.92608885,3.249900635,0.187068378,0.226415263,0.408464659,9.039266586,6.450774069,2015.25,3,2,1,1278,SFR,0,1960,0,0,1,3600,42118.04,13,61.28,52.3,4.99,3.46,3.84,8.28678249,56611
ALLEGHENY,PITTSBURGH,15218,7153 HARRISON AVE,PA,685,40.422842,-79.896255,1.439267569,0.216967875,0.374974567,1.515064819,4.498090712,3.542421887,0.215105791,0.489678387,0.64088927,9.343559368,1.799921818,2015.5,2,1,1,944,SFR,0,1960,0,0,0,768,45213.28,34,73.24,26.4,5.1,3.5,5.33,15.12777704,51589
ALLEGHENY,PITTSBURGH,15232,5914 WALNUT ST,PA,1149,40.453397,-79.926414,1.130056536,0.131590517,0.637184103,0.39490596,3.077511907,1.185934958,0.043183232,0.298565807,0.288165182,6.703804847,0.823754891,2015.25,1,1,1,825,Condo,0,1928,0,0,0,13270,48326.42,56,93.55,34.5,5,3.16,8.64,1.041800576,158051
ALLEGHENY,SEWICKLEY,15143,218 PILGRIM DR,PA,3000,40.574919,-80.213609,2.080489674,0.303307326,0.31391201,2.905080545,5.855299081,2.881053054,0.581511287,0.857224833,1.13598846,11.34899058,0.767645728,2015.5,4,2,1,2508,SFR,0,1960,0,0,1,14418,86367.77,39,82.06,70.4,5.1,3.58,1.6,0.7,345790
ALLEGHENY,PITTSBURGH,15212,923 JAMES ST,PA,2300,40.455687,-80.001542,1.408685527,0.155925228,0.310756572,0.878096967,6.31127799,0.144633572,0.054155138,0.147358622,0.066255916,5.088675631,0.824556811,2015.5,3,2,1,1992,SFR,1,1960,0,0,1,1278,23511.65,25,59.52,14.4,5,3.55,13.23,15.12777704,264874
ALLEGHENY,PITTSBURGH,15205,18 N GRANDVIEW AVE,PA,1100,40.433509,-80.073094,1.104541869,0.370005799,0.795341303,1.753800685,3.46377742,2.866284086,0.258797324,0.386905202,1.738499727,7.497971598,1.031774922,2015.75,2,1,1,1200,SFR,1,1960,0,1,0,4400,52276.01,25,68.09,55.7,5.1,3.64,2.59,3.201270506,114565
ALLEGHENY,PITTSBURGH,15201,Central Lawrenceville Allegheny County,PA,3000,40.47183,-79.95986,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,4,4,1,2700,Condo,0,1800,0,0,0,2748.09596,46249,27,64.93,34.5,5.1,3.58,5.04,15.12777704,158051
ALLEGHENY,PITTSBURGH,15203,29 WELSH WAY,PA,1199,40.42481,-79.986939,0.446067086,0.261587273,0.132796197,0.309836387,5.881848735,0.783729868,0.153133212,0.298089274,0.296697238,7.285633835,0.436427616,2015.75,3,1,1,1178,SFR,0,1900,0,0,1,800,38129.08,19,68.4,19.2,5,3.4,9.4,15.12777704,114467
ALLEGHENY,PITTSBURGH,15236,5357 BROWNSVILLE RD,PA,997,40.339497,-79.983164,0.59066589,0.25662994,0.366140928,2.143796244,1.816173833,3.032084043,0.234895892,0.530919953,0.242084742,6.844365763,0.959324132,2015.5,3,1,1,1170,SFR,1,1960,0,1,1,2872.730796,55328.73,17,62.71,44.4,5,3.5,1.26,13.3,61578
ALLEGHENY,PITTSBURGH,15210,126 COLOGNE ST,PA,1798,40.416461,-79.969904,0.581299928,0.605787232,0.576634601,1.126520061,5.078831998,1.50029546,0.757238411,0.890037348,0.872206079,8.020630775,1.017951569,2016.25,2,2,1,3472,Duplex,0,1915,0,0,0,5070,42499,5,33.03,14.3,5,3.39,4.03,15.12777704,29266
ALLEGHENY,PITTSBURGH,15222,717 Liberty Ave,PA,1250,40.442783,-79.99914,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,740,Condo,0,1960,0,0,0,3963.796404,70732.94,40,89.66,15.7,5.1,3.44,11.55,1.041800576,158051
ALLEGHENY,PITTSBURGH,15217,3466 BEECHWOOD BLVD,PA,1900,40.421747,-79.927214,0.387212929,0.028622004,1.156699714,0.648391916,4.979185085,2.066985019,0.126712495,0.350316257,0.11160309,8.503315288,2.512250413,2015.25,4,2,1,2200,Duplex,1,1950,0,0,0,6339,55554.55,36,73.71,49,5,3.43,4.68,1.041800576,218082
ALLEGHENY,PITTSBURGH,15216,1314 CHAPPEL AVE,PA,1300,40.412814,-80.036438,0.908688339,0.297609744,1.17315884,0.650253146,3.596247467,2.871911123,0.492891585,0.492891585,0.352527843,8.203676113,0.792001724,2016.25,4,2,1,1948,SFR,1,1960,0,0,0,2872.730796,62065.32,34,73.24,55.2,5,3.57,2.58,2.17291923,153469
